Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Grant Principal Investigator,Grant Co Principal Investigator,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Grant Number,No of References,Cited References,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id,,,,
J,"Buck, Bela H.; Troell, Max F.; Krause, Gesche; Angel, Dror L.; Grote, Britta; Chopin, Thierry",,,,"Troell, Max/I-1724-2019; Chopin, Thierry/AAK-7016-2020; Buck, Bela H./B-8772-2012; Krause, Gesche/L-7394-2017","Troell, Max/0000-0002-7509-8140; Buck, Bela H./0000-0001-7491-3273; Krause, Gesche/0000-0001-7917-7121",,,,,State of the Art and Challenges for Offshore Integrated Multi-Trophic Aquaculture (IMTA),,,,,,,,FRONTIERS IN MARINE SCIENCE,,,,5,,,,,,165,,,10.3389/fmars.2018.00165,,,,,,,Review,MAY 15 2018,2018,"By moving away from coastal waters and hence reducing pressure on nearshore ecosystems, offshore aquaculture can be seen as a possible step towards the large-scale expansion of marine food production. Integrated multi-trophic aquaculture (IMTA) in nearshore water bodies has received increasing attention and could therefore play a role in the transfer of aquaculture operations to offshore areas. IMTA holds scope for multi-use of offshore areas and can bring environmental benefits from making use of waste products and transforming these into valuable co-products. Furthermore, they may act as alternative marine production systems and provide scope for alternative income options for coastal communities, e.g., by acting as nodes for farm operation and maintenance requirements. This paper summarizes the current state of knowledge on the implications of the exposed nature of offshore and open ocean sites on the biological, technological and socio-economic performance of IMTA. Of particular interest is improving knowledge about resource flows between integrated species in hydrodynamic challenging conditions that characterize offshore waters.",,,,,,,,,97,3,0,0,60,0,105,,,,2296-7745,,,,,,,,,,"Helmholtz Ctr Polar & Marine Res, Alfred Wegener Inst, Bremerhaven, GermanyBremerhaven Univ Appl Sci, Fac 1, Appl Marine Biol, Bremerhaven, GermanySeaKult Consulting, Bremerhaven, GermanySwedish Royal Acad Sci, Beijer Inst, Stockholm, SwedenStockholm Univ, Stockholm Resilience Ctr, Stockholm, SwedenUniv Haifa, Charney Sch Marine Sci, Dept Maritime Civilizat, Haifa, IsraelUniv New Brunswick, Seaweed & Integrated Multitroph Aquaculture Res L, St John, NB, Canada",Bremerhaven Univ Appl SciSeaKult Consulting,,,2018-05-15,WOS:000457148100001,,,,,
J,"Bayha, Keith M.; Graham, William M.",,,,,,,,,,First confirmed reports of the rhizostome jellyfish Mastigias (Cnidaria: Rhizostomeae) in the Atlantic basin,,,,,,,,AQUATIC INVASIONS,,,,6,3,,,361,366,,,,10.3391/ai.2011.6.3.13,,,,,,,Article,SEP 2011,2011,"The rhizostome jellyfish Mastigias (Agassiz, 1862), native to the western and central Indo-Pacific, is recorded from the western Atlantic, in a marine lake in Puerto Rico (Laguna Joyuda) and a working quarry on No Name Key, Florida (USA) in the Florida Keys. The single individual from Laguna Joyuda, collected in 2002, was previously misidentified as Phyllorhiza (Agassiz, 1862) and Mastigias has not since been recorded there, while a large population of Mastigias was observed in No Name Key in 2009 and 2010 and may have been present for decades. Identification as Mastigias for both sampling sites was confirmed by molecular systematic analysis of mitochondrial cytochrome c oxidase I (COI) and ribosomal 16S (16S). Sequences from both molecular markers were identical for all individuals sampled from Puerto Rico and the Florida Keys. Phylogenetic analysis of COI indicated that the introduced Mastigias were most closely related to Mastigias sp. 1 (Dawson, 2005) from Kakaban, Indonesia (Kimura 2-parameter sequence divergence = 1.1%) and distantly related to Mastigias papua (Lesson, 1830) from Palau (6.4-7.2%) and Mastigias sp. 2 (Dawson, 2005) from Papua New Guinea (9.8%). Therefore, the source region may lie somewhere in the central Indo-Malayan region, though determining an exact source region is not possible at this time. While the invasion vector is unclear, possible mechanisms include commercial shipping, mobile oil platforms and live rock transport. These are the first two confirmed records of Mastigias in the Atlantic basin and the second confirmed identification of the genus occurring outside of the native range, after Hawaii.",,,,,,,,,8,1,0,0,7,0,9,,,1798-6540,1818-5487,,,,,,,,,,"Dauphin Isl Sea Lab, Dauphin Isl, AL 36528 USAUniv S Alabama, Mobile, AL 36688 USA",,,,2012-08-01,WOS:000306277400013,,,,,
C,"Tordal, Sondre Sanden; Hovland, Geir",,,IEEE,,,,,,,Inverse Kinematic Control of an Industrial Robot used in Vessel-to-Vessel Motion Compensation,,,,,,,,2017 25TH MEDITERRANEAN CONFERENCE ON CONTROL AND AUTOMATION (MED),,Mediterranean Conference on Control and Automation,,,,,,1392,1397,,,,,,,,,,,Proceedings Paper,2017,2017,"An increased level of complex offshore load handling operations is expected due to an increased amount of floating wind turbines, remote fish farms, and autonomous shipping, and in general more advanced operations to be carried out at sea. A common problem for these applications is that both equipment and personnel have to be transported between two floating vessels at sea. An investigation of the Vessel-to-Vessel Motion Compensation (VVMC) problem may increase the efficiency and safety of such operations in the future. In this paper, a control algorithm has been developed and experimentally tested in the Norwegian Motion Laboratory featuring two Stewart platforms (SPs), an industrial robot, two Motion Reference Units (MRUs), and a Maritime Broadband Radio (MBR) used to establish a real-time wireless communication link. The resulting overall compensation error is measured to be no more than 41.9 mm during the experiments.",,,,,25th Mediterranean Conference on Control and Automation (MED)25th Mediterranean Conference on Control and Automation (MED),"JUL 03-06, 2017JUL 03-06, 2017",Mediterranean Control Assoc; IEEE Control Syst Soc; IEEE; IEEE Robot & Automat SocMediterranean Control Assoc; IEEE Control Syst Soc; IEEE; IEEE Robot & Automat Soc,"Univ Malta, Valletta Campus, Valletta, MALTAUniv Malta, Valletta Campus, Valletta, MALTA",7,0,0,0,0,0,8,,,2325-369X,,978-1-5090-4533-4,,,,,,,,,"Univ Agder, Fac Sci & Engn, N-4879 Grimstad, Norway",,,,2018-03-26,WOS:000426926300228,,,,,
J,"Smith, Adam; Hofner, Benjamin; Lamb, Juliet S.; Osenkowski, Jason; Allison, Taber; Sadoti, Giancarlo; McWilliams, Scott R.; Paton, Peter",,,,"Smith, Adam/F-9828-2011; Lamb, Juliet/ABB-1779-2021; Allison, Taber/AAI-9638-2020; McWilliams, Scott/B-8728-2013; Sadoti, Giancarlo/A-3138-2011","Lamb, Juliet/0000-0003-0358-3240; McWilliams, Scott/0000-0002-9727-1151; Sadoti, Giancarlo/0000-0003-3191-8167; Smith, Adam/0000-0002-4863-2395",,,,,Modeling spatiotemporal abundance of mobile wildlife in highly variable environments using boosted GAMLSS hurdle models,,,,,,,,ECOLOGY AND EVOLUTION,,,,9,5,,,2346,2364,,,,10.1002/ece3.4738,,,,,,,Article,MAR 2019,2019,"Modeling organism distributions from survey data involves numerous statistical challenges, including accounting for zero-inflation, overdispersion, and selection and incorporation of environmental covariates. In environments with high spatial and temporal variability, addressing these challenges often requires numerous assumptions regarding organism distributions and their relationships to biophysical features. These assumptions may limit the resolution or accuracy of predictions resulting from survey-based distribution models. We propose an iterative modeling approach that incorporates a negative binomial hurdle, followed by modeling of the relationship of organism distribution and abundance to environmental covariates using generalized additive models (GAM) and generalized additive models for location, scale, and shape (GAMLSS). Our approach accounts for key features of survey data by separating binary (presence-absence) from count (abundance) data, separately modeling the mean and dispersion of count data, and incorporating selection of appropriate covariates and response functions from a suite of potential covariates while avoiding overfitting. We apply our modeling approach to surveys of sea duck abundance and distribution in Nantucket Sound (Massachusetts, USA), which has been proposed as a location for offshore wind energy development. Our model results highlight the importance of spatiotemporal variation in this system, as well as identifying key habitat features including distance to shore, sediment grain size, and seafloor topographic variation. Our work provides a powerful, flexible, and highly repeatable modeling framework with minimal assumptions that can be broadly applied to the modeling of survey data with high spatiotemporal variability. Applying GAMLSS models to the count portion of survey data allows us to incorporate potential overdispersion, which can dramatically affect model results in highly dynamic systems. Our approach is particularly relevant to systems in which little a priori knowledge is available regarding relationships between organism distributions and biophysical features, since it incorporates simultaneous selection of covariates and their functional relationships with organism responses.",,,,,,,,,10,0,0,0,8,0,11,,,2045-7758,,,,,,,,,,,"Univ Rhode Isl, Dept Nat Resources Sci, Kingston, RI 02881 USAFriedrich Alexander Univ Erlangen Nuremberg, Dept Med Informat Biometry & Epidemiol, Erlangen, GermanyRhode Isl Dept Environm Management, West Kingston, RI USAAmer Wind Wildlife Inst, Washington, DC USAUniv Nevada, Dept Geog, Reno, NV 89557 USAUS Fish & Wildlife Serv, Natl Wildlife Refuge Syst, Inventory & Monitoring Branch, Athens, GA USAPaul Ehrlich Inst, Sect Biostat, Langen, Germany",Rhode Isl Dept Environm ManagementAmer Wind Wildlife Inst,,,2019-03-22,WOS:000460668800002,30891185,,,,
J,"Peterson, CH; Kennicutt, MC; Green, RH; Montagna, P; Harper, DE; Powell, EN; Roscigno, PF",,,,"Montagna, Paul A./J-8208-2017","Montagna, Paul A./0000-0003-4199-3312",,,,,Ecological consequences of environmental perturbations associated with offshore hydrocarbon production: A perspective on long-term exposures in the Gulf of Mexico,,,,,,,,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,,,,53,11,,,2637,2654,,,,10.1139/cjfas-53-11-2637,,,,,,,Article,NOV 1996,1996,"A synthesis of the Literature on benthic responses to marine pollution suggests that macroinfaunal and meiofaunal communities exhibit repeatable patterns of response to sedimentary contamination generally detectable at high taxonomic levels (even phylum). These responses appear to be jointly driven by intrinsic physiological and ecological characteristics of higher taxa, such that crustaceans (especially amphipods and harpacticoids) and echinoderms are sensitive to toxics whereas polychaetes, oligochaetes, and nematodes (especially non-selective deposit feeders) are enhanced by organic enrichment. Application of this model to the GOOMEX results implies involvement of both toxicity and organic enrichment. Results of toxicity tests and comparisons of observed contaminant concentrations to known effects levels imply that metals drive the toxicity response. We conclude that (1) long-lasting effects of drilling activity exist in the sedimentary environment around gas production platforms, (2) dual effects of toxicity and organic enrichment probably drive readily detectable responses in benthic meiofauna and macroinfauna to 100-200 m, and (3) the failure to detect evidence of exposure or sublethal impacts on fishes and most larger invertebrates is a joint consequence of their mobility over the relevant scales of environmental change and their negligible exposure to hydrocarbons and other contaminants.",,,,,,,,,106,0,0,0,66,1,123,,,0706-652X,,,,,,,,,,,"TEXAS A&M UNIV, GEOCHEM ENVIRONM RES GRP, COLLEGE STN, TX 77845 USAUNIV WESTERN ONTARIO, DEPT ZOOL, LONDON, ON N6A 5B7, CANADAUNIV TEXAS, INST MARINE SCI, PORT ARANSAS, TX 78373 USATEXAS A&M UNIV, MARINE LAB, GALVESTON, TX 77551 USARUTGERS STATE UNIV, HASKIN SHELLFISH RES LAB, PORT NORRIS, NJ 08349 USAMINERALS MANAGEMENT SERV, US DEPT INTERIOR, NEW ORLEANS, LA 70123 USA",,,,1996-11-01,WOS:A1996WK89800022,,,,,
C,"Saad, Mohammad; Abakr, Yousif Abdalla; Mustapha, Khameel Bayo",,,IOP,"Abakr, Yousif Abdalla/GQH-6330-2022; Mustapha, Khameel B./AAU-8335-2020","Abakr, Yousif Abdalla/0000-0002-7641-0263; Mustapha, Khameel B./0000-0002-9905-9162",,,,,Wind Turbine Technology: A Strategy to Mitigate Air Pollution through Utilising Wind Energy,,,,,,,,15TH INTERNATIONAL CONFERENCE ON ATMOSPHERIC SCIENCES AND APPLICATIONS TO AIR QUALITY,,IOP Conference Series-Earth and Environmental Science,,489,,,,,,12005,,,10.1088/1755-1315/489/1/012005,,,,,,,Proceedings Paper,2020,2020,"The drive to increase the implementation of alternative sustainable sources is a continuous challenge. The rising awareness of environmental impacts has led the public to demand the development of eco-friendly and dependable long-term solutions. Wind energy is acknowledged as among the best renewable energy sources with proven capabilities. The key contributing factor in defining the harnessing effectiveness is the wind availability and efficiency of the wind turbines at the specific wind conditions. But due to the non-uniform wind distribution and the limitations of the existing wind turbines at low wind speeds, countries with lower wind speed are still far away from exploiting wind energy.According to the World Energy Commission, the use of one million kWh of wind power can save 600 tons of CO2 emission. An examination into current energy data for Malaysia indicates that only 0.23% of the wind and solar power combined is employed for electricity production as of 2017. This is due to very low wind speed in this region throughout the year. It is also a leading factor to air-pollutants being suspended in the atmosphere for a longer period. It will impact an imbalance in the environmental conditions, such as acid rain, global warming, rise in sea-level and fluctuating sea levels.This paper reports an investigation into the potential impact of utilizing the advantages of wind energy technology in low speed wind regions as an air-pollutant free energy source, to contribute to the overall reduction of the Air Pollutant Index (API) in localized, impacted areas of Malaysia. This research conducted presents the strategy to utilize low speed wind turbines to decrease air pollution while the system is either On-grid or Off-grid.",,,,,15th International Conference on Atmospheric Sciences and Applications to Air Quality (ASSAQ)15th International Conference on Atmospheric Sciences and Applications to Air Quality (ASSAQ),"OCT 28-30, 2019OCT 28-30, 2019",,"Kuala Lumpur, MALAYSIAKuala Lumpur, MALAYSIA",0,0,0,0,0,0,0,,,1755-1307,,*****************,,,,,,,,,"Univ Nottingham Malaysia, Fac Sci & Engn, Dept Mech Mat & Mfg, Jalan Broga, Semenyih 43500, Selangor, Malaysia",,,,2021-03-08,WOS:000621586400005,,,,,
B,"Rogalska, Aleksandra",,,,,,,,,,Tanger Wind Farm Summary of Site Verification Study,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dissertation/Thesis,Jan 01 2017,2017,,,,,,,,,,0,0,0,0,0,0,0,,,,,979-8-209-80751-3,,,,,,,,,"Instituto Politecnico do Porto (Portugal), Portugal",Instituto Politecnico do Porto (Portugal),,,,PQDT:50828827,,,,,
J,"d'Entremont, Marc V.; Hartley, Isobel; Otter, Ken A.",,,,,,,,,,"Comparing pre- versus postoperational movement of nocturnal migrants around a wind energy facility in northeast British Columbia, Canada",,,,,,,,AVIAN CONSERVATION AND ECOLOGY,,,,12,2,,,,,3,,,10.5751/ACE-01046-120203,,,,,,,Article,DEC 2017,2017,"We used two data-recording, open-array marine surveillance radars to track microscale movements of nocturnal migrants at a wind energy project in northeast British Columbia during the preoperational (2008-2010) and operational periods (2011-2012). Data was collected during the peak periods of spring and fall passerine migration in each year. We measured bearing and altitude of nocturnal migrants, as well as the average number of migrants flying in the airspace closest to the wind turbines. Using weather data on wind direction and strength during the periods of monitored migration, we calculated flow-assistance of wind in aiding migration. Although there was greater flow-assistance to movement in spring over fall migration, we did not find a significant difference between the preoperational and operational periods in flow-assisted flight. The altitude at which migrants flew did differ with development phase of the wind facility; migrants flew at higher altitudes during years when the turbines were operational compared to preoperational years. Although the proportion of migrants detected in the airspace 0-150 m above ground level (ag1), coinciding with turbine height, did not differ with season or operational phase of the installation, there was a reduction in the proportion of migrants in the airspace just above turbines (151-300 m ag1) when turbines were operational. In general, though, the overall altitudes used by migrants were typically higher than turbine height, so the adjustments we documented would only further reduce what appear to be already low levels of collision risk at this particular facility. We discuss possible reasons why this facility appeared to induce low collision risk to migrants, and how this might inform siting decisions of other wind facilities.",,,,,,,,,2,0,0,0,1,0,2,,,1712-6568,,,,,,,,,,,"LGL Ltd, King City, ON, CanadaUniv Northern British Columbia, Nat Resources & Environm Studies, Prince George, BC, Canada",LGL Ltd,,,2018-01-18,WOS:000419347000005,,,,,
B,"Punt, Maarten J.",,,,,,,,,,Optimal Management of Marine Resources: Spatial Planning of Multiple Uses by Multiple Actors,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dissertation/Thesis,Jan 01 2011,2011,,,,,,,,,,0,0,0,0,0,0,0,,,,,9.79852E+12,,,,,,,,,"Wageningen University and Research, Netherlands",Wageningen University and Research,,,,PQDT:65531931,,,,,
C,"Taylor, Christine M.; Smith, Brian; Stein, David",,,IEEE,,,,,,,The Role of MarineCadastre.gov in Offshore Energy Planning,,,,,,,,2012 OCEANS,,,,,,,,,,,,,,,,,,,,Proceedings Paper,2012,2012,"Many states along the U. S. East Coast are engaged in offshore wind energy planning through the Renewable Energy Task Force process led by the Bureau of Ocean Energy Management (BOEM). Participants from federal, state, and local government use the task forces as a venue to share information and minimize potential conflicts between existing ocean uses and offshore wind farm construction and operations. Task force participants often only make information available in static map form, making comparisons between data sets challenging. To address this, the North and South Carolina Renewable Energy Task Forces are collaborating with the MarineCadastre.gov team to facilitate data sharing.The National Oceanic and Atmospheric Administration (NOAA) and BOEM have been collaborating since 2007 on MarineCadastre. gov, an integrated marine information system that provides jurisdictional, legal, physical, ecological, and ocean use data in a common geographic information system (GIS) framework. The MarineCadastre. gov website was developed in response to a call for a marine information system to support alternative energy development on the outer continental shelf in section 388 of the Energy Policy Act of 2005. Although the website has been designed specifically to support renewable energy siting within the U. S. outer continental shelf, it is also being used for various other ocean-related efforts. The MarineCadastre. gov website has three primary focus areas: Web map viewers and decision-support tools, a spatial data registry, and technical support and regional capacity building.The North and South Carolina Wind Energy Task Forces are combining national-scale data from the website with information specific to their planning areas into simple viewers available in the Map Gallery section of the website. This approach allows users to assess and minimize potential conflicts of offshore wind energy development and operation with existing ocean uses. Multiple issues, such as fishing, shipping, and defense, are viewed and considered simultaneously, in one location, allowing members of the task force to see their own data in a wider context. This enhances the utility of the information that was previously compared using static maps. Users can turn data layers on and off and pan and zoom to specific locations in the planning area as questions arise. The North and South Carolina Wind Energy Task Force data viewers are a simple but powerful mechanism for identifying areas of potential incompatibility, enhancing communication between task force members, and increasing the overall effectiveness of the task force process.The overarching goal of this work is to support the BOEM task forces in making sound decisions with the best available spatial information to facilitate responsible siting of offshore renewable energy infrastructure. This presentation will provide an overview of the primary focus areas of the MarineCadastre.gov project and its underlying technology, with particular attention given to the collaborations with the BOEM-led renewable energy task forces in North and South Carolina. Details on how these two BOEM task forces are incorporating use of the data viewers into their decision-making processes, the types of data being considered, and potential next steps for analyzing the spatial information in a group setting will be discussed.",,,,,MTS/IEEE Oceans ConferenceMTS/IEEE Oceans Conference,"OCT 14-19, 2012OCT 14-19, 2012",IEEE; Marine Technol Soc; IEEE Ocean Engn SocIEEE; Marine Technol Soc; IEEE Ocean Engn Soc,"Virginia Beach, VAVirginia Beach, VA",1,0,0,0,0,0,1,,,,,978-1-4673-0829-8; 978-1-4673-0830-4,,,,,,,,,"Bur Ocean Energy Management, Dept Interior, Herndon, VA 20170 USANOAA Coastal Serv Ctr, Dept Commerce, Charleston, SC USA",,,,2013-05-05,WOS:000315350300285,,,,,
J,"Popper, Arthur N.; Hawkins, Anthony D.",,,,,,,,,,An overview of fish bioacoustics and the impacts of anthropogenic sounds on fishes,,,,,,,,JOURNAL OF FISH BIOLOGY,,,,94,5,,,692,713,,,,10.1111/jfb.13948,,,,,,,Review,MAY 2019,2019,"Fishes use a variety of sensory systems to learn about their environments and to communicate. Of the various senses, hearing plays a particularly important role for fishes in providing information, often from great distances, from all around these animals. This information is in all three spatial dimensions, often overcoming the limitations of other senses such as vision, touch, taste and smell. Sound is used for communication between fishes, mating behaviour, the detection of prey and predators, orientation and migration and habitat selection. Thus, anything that interferes with the ability of a fish to detect and respond to biologically relevant sounds can decrease survival and fitness of individuals and populations. Since the onset of the Industrial Revolution, there has been a growing increase in the noise that humans put into the water. These anthropogenic sounds are from a wide range of sources that include shipping, sonars, construction activities (e.g., wind farms, harbours), trawling, dredging and exploration for oil and gas. Anthropogenic sounds may be sufficiently intense to result in death or mortal injury. However, anthropogenic sounds at lower levels may result in temporary hearing impairment, physiological changes including stress effects, changes in behaviour or the masking of biologically important sounds. The intent of this paper is to review the potential effects of anthropogenic sounds upon fishes, the potential consequences for populations and ecosystems and the need to develop sound exposure criteria and relevant regulations. However, assuming that many readers may not have a background in fish bioacoustics, the paper first provides information on underwater acoustics, with a focus on introducing the very important concept of particle motion, the primary acoustic stimulus for all fishes, including elasmobranchs. The paper then provides background material on fish hearing, sound production and acoustic behaviour. This is followed by an overview of what is known about effects of anthropogenic sounds on fishes and considers the current guidelines and criteria being used world-wide to assess potential effects on fishes. Most importantly, the paper provides the most complete summary of the effects of anthropogenic noise on fishes to date. It is also made clear that there are currently so many information gaps that it is almost impossible to reach clear conclusions on the nature and levels of anthropogenic sounds that have potential to cause changes in animal behaviour, or even result in physical harm. Further research is required on the responses of a range of fish species to different sound sources, under different conditions. There is a need both to examine the immediate effects of sound exposure and the longer-term effects, in terms of fitness and likely impacts upon populations.",,,,,,,,,192,5,0,0,146,0,217,,,0022-1112,1095-8649,,,,,,,,,,"Univ Maryland, Dept Biol, College Pk, MD 20742 USALoughine Ltd, Aberdeen, Scotland",Loughine Ltd,,,2019-05-01,WOS:000474071500002,30864159,,,,
J,"Ortega-Borges, Leonor; Tuya, Fernando; Haroun, Ricardo J.",,,,"Tuya, Fernando/HGD-4037-2022; Haroun, Ricardo/L-1352-2013; Haroun, Ricardo/L-7067-2019","Tuya, Fernando/0000-0001-8316-5887; Haroun, Ricardo/0000-0003-1348-692X; Haroun, Ricardo/0000-0003-1348-692X",,,,,DOES DEPTH AND SEDIMENTATION INTERACT WITH SEA URCHINS TO AFFECT ALGAL ASSEMBLAGE PATTERNS ON EASTERN ATLANTIC REEFS?,,,,,,,,JOURNAL OF SHELLFISH RESEARCH,,,,28,4,,,947,955,,,,10.2983/035.028.0426,,,,,,,Article,DEC 2009,2009,"A range of factors may affect the composition and abundance of macroalgae on subtidal rocky reefs. We experimentally determined the interactive effect of the occurrence of the long-spine sea urchin, Diadema antillarum, depth and sedimentation levels oil macroalgal assemblage structure on eastern Atlantic rocky reefs. Specifically, we manipulated sea urchin densities (removal of all individuals vs. untouched controls at natural densities) on rocky reefs devoid of erect vegetation, and predicted (1) that removal of sea urchins Would differently affect macroalgal assemblage structure between deep (16-18 m) and shallow (8-9 m) reef strata, and that (2) the effect of sea urchin removal on macroalgae Would be altered under different scenarios of sedimentation (ambient vs. enhanced). Experimental circular plots (2 in in diameter) were set up at 3 locations at Gran Canaria (Canarian Archipelago), and were maintained and monitored every 4 wk for 1 y. At the end of the experimental period, the structure of the algal assemblages differed between urchin treatments and depth strata, with a larger cover of turf and bushlike algae where urchins were removed and at the shallow reef stratum. More important, differences in algal assemblage structure between urchin treatments were irrespective of sedimentation levels, but shifted from the shallow to the deep stratum. This interactive effect was, in turn, observed for bushlike algae, as a result of a larger magnitude of response (i.e., larger cover) in the shallow stratum relative to the deep stratum, but was not detected for either turf or crustose coralline algae. These results highlight the importance of some physical conditions (here, differences in depth) to interact with biotic processes (here, urchin abundance) to create patterns in the organization of subtidal and benthic assemblages.",,,,,,,,,11,0,0,0,11,0,11,,,0730-8000,1943-6319,,,,,,,,,,"CIIMAR, P-450123 Oporto, PortugalUniv Las Palmas De GC, BIOGES, Las Palmas De Gc 35017, Canary Islands, SpainEdith Cowan Univ, Ctr Marine Ecosyst Res, Joondalup, WA 6027, Australia",,,,2009-12-01,WOS:000273446900026,,,,,
J,"Miller, Lee M.; Kleidon, Axel",,,,"Kleidon, Axel/O-7843-2014",,,,,,Wind speed reductions by large-scale wind turbine deployments lower turbine efficiencies and set low generation limits,,,,,,,,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,,,,113,48,,,13570,13575,,,,10.1073/pnas.1602253113,,,,,,,Article,NOV 29 2016,2016,"Wind turbines generate electricity by removing kinetic energy from the atmosphere. Large numbers of wind turbines are likely to reduce wind speeds, which lowers estimates of electricity generation from what would be presumed from unaffected conditions. Here, we test how well wind power limits that account for this effect can be estimated without explicitly simulating atmospheric dynamics. We first use simulations with an atmospheric general circulation model (GCM) that explicitly simulates the effects of wind turbines to derive wind power limits (GCM estimate), and compare them to a simple approach derived from the climatological conditions without turbines [ vertical kinetic energy (VKE) estimate]. On land, we find strong agreement between the VKE and GCM estimates with respect to electricity generation rates (0.32 and 0.37 We m(-2)) and wind speed reductions by 42 and 44%. Over ocean, the GCM estimate is about twice the VKE estimate (0.59 and 0.29 We m(-2)) and yet with comparable wind speed reductions (50 and 42%). We then show that this bias can be corrected by modifying the downward momentum flux to the surface. Thus, large-scale limits to wind power use can be derived from climatological conditions without explicitly simulating atmospheric dynamics. Consistent with the GCM simulations, the approach estimates that only comparatively few land areas are suitable to generate more than 1 We m(-2) of electricity and that larger deployment scales are likely to reduce the expected electricity generation rate of each turbine. We conclude that these atmospheric effects are relevant for planning the future expansion of wind power.",,,,,,,,,33,0,0,0,5,0,36,,,0027-8424,1091-6490,,,,,,,,,,"Max Planck Inst Biogeochem, Biospher Theory & Modelling, D-07701 Jena, GermanyHarvard Univ, Harvard John A Paulson Sch Engn & Appl Sci, Cambridge, MA 02138 USA",,,,2017-01-04,WOS:000388835700037,27849587,,,,
J,"Carr, RS; Chapman, DC; Presley, BJ; Biedenbach, JM; Robertson, L; Boothe, P; Kilada, R; Wade, T; Montagna, P",,,,"Chapman, Duane C/JOK-2415-2023; Wade, Terry L/A-4012-2012; Montagna, Paul A./J-8208-2017","Chapman, Duane C/0000-0002-1086-8853; Montagna, Paul A./0000-0003-4199-3312",,,,,Sediment porewater toxicity assessment studies in the vicinity of offshore oil and gas production platforms in the Gulf of Mexico,,,,,,,,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,,,,53,11,,,2618,2628,,,,10.1139/cjfas-53-11-2618,,,,,,,Article,NOV 1996,1996,"As part of a multidisciplinary program to assess the potential long-term impacts of offshore oil and gas exploration and production activities in the Gulf of Mexico, sediment chemical analyses and porewater toxicity tests were conducted in the vicinity of five offshore platforms. Based on data from sea urchin fertilization and embryological development assays, toxicity was observed near four of the five platforms sampled; the majority of the toxic samples were collected within 150 m of a platform. There was excellent agreement among the results of porewater tests with three different species (sea urchin embryological development, polychaete reproduction, and copepod nauplii survival). The sediment concentrations of several metals were well in excess of sediment quality assessment guidelines at a number of stations, and good agreement was observed between predicted and observed toxicity. Porewater metal concentrations compared with EC(50), LOEC, and NOEC values generated for water-only exposures indicated that the porewater concentrations for several metals were high enough to account for the observed toxicity. Results of these studies utilizing highly sensitive toxicity tests suggest that the contaminant-induced impacts from offshore platforms are limited to a localized area in the immediate vicinity of the platforms.",,,,,,,,,51,0,0,0,19,0,55,,,0706-652X,,,,,,,,,,,"TEXAS A&M UNIV,DEPT OCEANOG,COLLEGE STN,TX 77843UNIV TEXAS,INST MARINE SCI,PORT ARANSAS,TX 78373TEXAS A&M UNIV,GEOCHEM & ENVIRONM RES GRP,COLLEGE STN,TX 77845",,,,1996-11-01,WOS:A1996WK89800020,,,,,
